iod_xml_id	entry_index	entry_kind	ie_name	component_name	component_section_id	usage	usage_condition_text	fg_scope	source_table_xml_id
sect_A.34.6	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.6-1
sect_A.34.6	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.6-1
sect_A.34.6	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.6-1
sect_A.34.6	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.6-1
sect_A.34.6	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.6-1
sect_A.34.6	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.6-1
sect_A.34.6	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if Waveform Originality (003A,0004) is ORIGINAL; may be present otherwise	none	table_A.34.6-1
sect_A.34.6	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.6-1
sect_A.34.6	9	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.6-1
sect_A.34.6	10	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.6-1
sect_A.34.6	11	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.6-1
sect_A.34.6	12	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present.	none	table_A.34.6-1
sect_A.34.6	13	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.6-1
sect_A.34.7	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.7-1
sect_A.34.7	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.7-1
sect_A.34.7	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.7-1
sect_A.34.7	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.7-1
sect_A.34.7	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.7-1
sect_A.34.7	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.7-1
sect_A.34.7	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.7-1
sect_A.34.7	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if Waveform Originality (003A,0004) Value is ORIGINAL; may be present otherwise	none	table_A.34.7-1
sect_A.34.7	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.7-1
sect_A.34.7	9	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.7-1
sect_A.34.7	10	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.7-1
sect_A.34.7	11	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.7-1
sect_A.34.7	12	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present.	none	table_A.34.7-1
sect_A.34.7	13	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.7-1
sect_A.34.8	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.8-1
sect_A.34.8	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.8-1
sect_A.34.8	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.8-1
sect_A.34.8	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.8-1
sect_A.34.8	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.8-1
sect_A.34.8	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.8-1
sect_A.34.8	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.8-1
sect_A.34.8	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.34.8-1
sect_A.34.8	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.8-1
sect_A.34.8	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.8-1
sect_A.34.8	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.8-1
sect_A.34.8	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.8-1
sect_A.34.8	12	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.8-1
sect_A.34.8	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present.	none	table_A.34.8-1
sect_A.34.8	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.8-1
sect_A.34.9	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.9-1
sect_A.34.9	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.9-1
sect_A.34.9	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.9-1
sect_A.34.9	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.9-1
sect_A.34.9	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.9-1
sect_A.34.9	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.9-1
sect_A.34.9	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.9-1
sect_A.34.9	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.34.9-1
sect_A.34.9	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.9-1
sect_A.34.9	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.9-1
sect_A.34.9	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.9-1
sect_A.34.9	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.9-1
sect_A.34.9	12	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.9-1
sect_A.34.9	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present.	none	table_A.34.9-1
sect_A.34.9	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.9-1
sect_A.34.10	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.10-1
sect_A.34.10	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.10-1
sect_A.34.10	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.10-1
sect_A.34.10	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.10-1
sect_A.34.10	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.10-1
sect_A.34.10	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.10-1
sect_A.34.10	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.10-1
sect_A.34.10	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.34.10-1
sect_A.34.10	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.10-1
sect_A.34.10	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.10-1
sect_A.34.10	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.10-1
sect_A.34.10	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.10-1
sect_A.34.10	12	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.10-1
sect_A.34.10	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present.	none	table_A.34.10-1
sect_A.34.10	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.10-1
sect_A.34.11	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.11-1
sect_A.34.11	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.11-1
sect_A.34.11	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.11-1
sect_A.34.11	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.11-1
sect_A.34.11	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.11-1
sect_A.34.11	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.11-1
sect_A.34.11	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.11-1
sect_A.34.11	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.11-1
sect_A.34.11	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.11-1
sect_A.34.11	9	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.34.11-1
sect_A.34.11	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.11-1
sect_A.34.11	11	module	Waveform	Real-Time Bulk Data Flow	sect_C.7.6.26	M		none	table_A.34.11-1
sect_A.34.11	12	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.11-1
sect_A.34.11	13	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.11-1
sect_A.34.11	14	module	Waveform	Current Frame Functional Groups	sect_C.7.6.27	M		none	table_A.34.11-1
sect_A.34.11	15	functional_group		Time of Frame	sect_C.7.6.16.2.29	M	shall not be used as a Shared Functional Group	none	table_A.34.11-2
sect_A.34.12	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.12-1
sect_A.34.12	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.12-1
sect_A.34.12	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.12-1
sect_A.34.12	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.12-1
sect_A.34.12	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.12-1
sect_A.34.12	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.12-1
sect_A.34.12	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.12-1
sect_A.34.12	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.12-1
sect_A.34.12	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.12-1
sect_A.34.12	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.12-1
sect_A.34.12	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.12-1
sect_A.34.12	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.12-1
sect_A.34.12	12	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.12-1
sect_A.34.12	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present	none	table_A.34.12-1
sect_A.34.12	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.12-1
sect_A.34.13	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.13-1
sect_A.34.13	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.13-1
sect_A.34.13	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.13-1
sect_A.34.13	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.13-1
sect_A.34.13	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.13-1
sect_A.34.13	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.13-1
sect_A.34.13	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.13-1
sect_A.34.13	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.13-1
sect_A.34.13	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.13-1
sect_A.34.13	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.13-1
sect_A.34.13	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.13-1
sect_A.34.13	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.13-1
sect_A.34.13	12	module	Waveform	Acquisition Context	sect_C.7.6.14	U		none	table_A.34.13-1
sect_A.34.13	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present	none	table_A.34.13-1
sect_A.34.13	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.13-1
sect_A.34.14	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.14-1
sect_A.34.14	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.14-1
sect_A.34.14	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.14-1
sect_A.34.14	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.14-1
sect_A.34.14	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.14-1
sect_A.34.14	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.14-1
sect_A.34.14	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.14-1
sect_A.34.14	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.14-1
sect_A.34.14	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.14-1
sect_A.34.14	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.14-1
sect_A.34.14	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.14-1
sect_A.34.14	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.14-1
sect_A.34.14	12	module	Waveform	Acquisition Context	sect_C.7.6.14	U		none	table_A.34.14-1
sect_A.34.14	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present	none	table_A.34.14-1
sect_A.34.14	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.14-1
sect_A.34.15	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.15-1
sect_A.34.15	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.15-1
sect_A.34.15	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.15-1
sect_A.34.15	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.15-1
sect_A.34.15	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.15-1
sect_A.34.15	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.15-1
sect_A.34.15	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.15-1
sect_A.34.15	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.15-1
sect_A.34.15	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.15-1
sect_A.34.15	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.15-1
sect_A.34.15	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.15-1
sect_A.34.15	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.15-1
sect_A.34.15	12	module	Waveform	Acquisition Context	sect_C.7.6.14	U		none	table_A.34.15-1
sect_A.34.15	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present	none	table_A.34.15-1
sect_A.34.15	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.15-1
sect_A.34.16	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.16-1
sect_A.34.16	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.16-1
sect_A.34.16	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.16-1
sect_A.34.16	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.16-1
sect_A.34.16	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.16-1
sect_A.34.16	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.16-1
sect_A.34.16	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.16-1
sect_A.34.16	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.16-1
sect_A.34.16	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.16-1
sect_A.34.16	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.16-1
sect_A.34.16	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.16-1
sect_A.34.16	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.16-1
sect_A.34.16	12	module	Waveform	Acquisition Context	sect_C.7.6.14	U		none	table_A.34.16-1
sect_A.34.16	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present	none	table_A.34.16-1
sect_A.34.16	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.16-1
sect_A.34.17	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.17-1
sect_A.34.17	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.17-1
sect_A.34.17	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.17-1
sect_A.34.17	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.17-1
sect_A.34.17	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.17-1
sect_A.34.17	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.17-1
sect_A.34.17	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.17-1
sect_A.34.17	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.17-1
sect_A.34.17	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.17-1
sect_A.34.17	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.17-1
sect_A.34.17	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.17-1
sect_A.34.17	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.17-1
sect_A.34.17	12	module	Waveform	Acquisition Context	sect_C.7.6.14	U		none	table_A.34.17-1
sect_A.34.17	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present	none	table_A.34.17-1
sect_A.34.17	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.17-1
sect_A.34.18	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.34.18-1
sect_A.34.18	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.34.18-1
sect_A.34.18	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.34.18-1
sect_A.34.18	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.34.18-1
sect_A.34.18	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.34.18-1
sect_A.34.18	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.34.18-1
sect_A.34.18	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.34.18-1
sect_A.34.18	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.34.18-1
sect_A.34.18	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.34.18-1
sect_A.34.18	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.34.18-1
sect_A.34.18	10	module	Waveform	Waveform Identification	sect_C.10.8	M		none	table_A.34.18-1
sect_A.34.18	11	module	Waveform	Waveform	sect_C.10.9	M		none	table_A.34.18-1
sect_A.34.18	12	module	Waveform	Acquisition Context	sect_C.7.6.14	M		none	table_A.34.18-1
sect_A.34.18	13	module	Waveform	Waveform Annotation	sect_C.10.10	C	Required if annotation is present.	none	table_A.34.18-1
sect_A.34.18	14	module	Waveform	SOP Common	sect_C.12.1	M		none	table_A.34.18-1
sect_A.35.1	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.1-1
sect_A.35.1	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.1-1
sect_A.35.1	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.1-1
sect_A.35.1	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.1-1
sect_A.35.1	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.1-1
sect_A.35.1	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.1-1
sect_A.35.1	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.1-1
sect_A.35.1	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.1-1
sect_A.35.1	8	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.1-1
sect_A.35.1	9	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.1-1
sect_A.35.1	10	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.1-1
sect_A.35.2	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.2-1
sect_A.35.2	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.2-1
sect_A.35.2	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.2-1
sect_A.35.2	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.2-1
sect_A.35.2	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.2-1
sect_A.35.2	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.2-1
sect_A.35.2	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.2-1
sect_A.35.2	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.35.2-1
sect_A.35.2	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.2-1
sect_A.35.2	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.2-1
sect_A.35.2	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.2-1
sect_A.35.2	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.2-1
sect_A.35.3	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.3-1
sect_A.35.3	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.3-1
sect_A.35.3	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.3-1
sect_A.35.3	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.3-1
sect_A.35.3	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.3-1
sect_A.35.3	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.3-1
sect_A.35.3	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.3-1
sect_A.35.3	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.35.3-1
sect_A.35.3	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.3-1
sect_A.35.3	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.3-1
sect_A.35.3	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.3-1
sect_A.35.3	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.3-1
sect_A.35.4	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.4-1
sect_A.35.4	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.4-1
sect_A.35.4	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.4-1
sect_A.35.4	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.4-1
sect_A.35.4	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.4-1
sect_A.35.4	5	module	Series	Key Object Document Series	sect_C.17.6.1	M		none	table_A.35.4-1
sect_A.35.4	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.4-1
sect_A.35.4	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.4-1
sect_A.35.4	8	module	SR Document	Key Object Document	sect_C.17.6.2	M		none	table_A.35.4-1
sect_A.35.4	9	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.4-1
sect_A.35.4	10	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.4-1
sect_A.35.5	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.5-1
sect_A.35.5	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.5-1
sect_A.35.5	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.5-1
sect_A.35.5	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.5-1
sect_A.35.5	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.5-1
sect_A.35.5	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.5-1
sect_A.35.5	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.5-1
sect_A.35.5	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.5-1
sect_A.35.5	8	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.5-1
sect_A.35.5	9	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.5-1
sect_A.35.5	10	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.5-1
sect_A.35.6	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.6-1
sect_A.35.6	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.6-1
sect_A.35.6	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.6-1
sect_A.35.6	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.6-1
sect_A.35.6	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.6-1
sect_A.35.6	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.6-1
sect_A.35.6	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.6-1
sect_A.35.6	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.35.6-1
sect_A.35.6	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.6-1
sect_A.35.6	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.6-1
sect_A.35.6	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.6-1
sect_A.35.6	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.6-1
sect_A.35.7	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.7-1
sect_A.35.7	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.7-1
sect_A.35.7	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.7-1
sect_A.35.7	3	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.7-1
sect_A.35.7	4	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.7-1
sect_A.35.7	5	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.7-1
sect_A.35.7	6	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.35.7-1
sect_A.35.7	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.7-1
sect_A.35.7	8	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.7-1
sect_A.35.7	9	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.7-1
sect_A.35.7	10	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.7-1
sect_A.35.8	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.8-1
sect_A.35.8	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.8-1
sect_A.35.8	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.8-1
sect_A.35.8	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.8-1
sect_A.35.8	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.8-1
sect_A.35.8	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.8-1
sect_A.35.8	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.8-1
