iod_xml_id	entry_index	entry_kind	ie_name	component_name	component_section_id	usage	usage_condition_text	fg_scope	source_table_xml_id
sect_A.35.8	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	shall be present if system time is synchronized to an external reference. May be present otherwise.	none	table_A.35.8-1
sect_A.35.8	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.8-1
sect_A.35.8	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.8-1
sect_A.35.8	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.8-1
sect_A.35.8	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.8-1
sect_A.35.8	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.8-1
sect_A.35.9	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.9-1
sect_A.35.9	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.9-1
sect_A.35.9	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.9-1
sect_A.35.9	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.9-1
sect_A.35.9	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.9-1
sect_A.35.9	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.9-1
sect_A.35.9	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.9-1
sect_A.35.9	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.9-1
sect_A.35.9	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.9-1
sect_A.35.9	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.9-1
sect_A.35.9	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.9-1
sect_A.35.9	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.9-1
sect_A.35.10	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.10-1
sect_A.35.10	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.10-1
sect_A.35.10	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.10-1
sect_A.35.10	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.10-1
sect_A.35.10	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.10-1
sect_A.35.10	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.10-1
sect_A.35.10	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.10-1
sect_A.35.10	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.10-1
sect_A.35.10	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.10-1
sect_A.35.10	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.10-1
sect_A.35.10	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.10-1
sect_A.35.10	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.10-1
sect_A.35.11	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.11-1
sect_A.35.11	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.11-1
sect_A.35.11	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.11-1
sect_A.35.11	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.11-1
sect_A.35.11	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.11-1
sect_A.35.11	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.11-1
sect_A.35.11	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.11-1
sect_A.35.11	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.11-1
sect_A.35.11	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.11-1
sect_A.35.11	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.11-1
sect_A.35.11	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.11-1
sect_A.35.11	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.11-1
sect_A.35.12	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.12-1
sect_A.35.12	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.12-1
sect_A.35.12	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.12-1
sect_A.35.12	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.12-1
sect_A.35.12	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.12-1
sect_A.35.12	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.12-1
sect_A.35.12	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.12-1
sect_A.35.12	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.12-1
sect_A.35.12	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.12-1
sect_A.35.12	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.12-1
sect_A.35.12	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.12-1
sect_A.35.12	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.12-1
sect_A.35.13	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.13-1
sect_A.35.13	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.13-1
sect_A.35.13	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.13-1
sect_A.35.13	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.13-1
sect_A.35.13	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.13-1
sect_A.35.13	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.13-1
sect_A.35.13	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.13-1
sect_A.35.13	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.35.13-1
sect_A.35.13	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.13-1
sect_A.35.13	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.13-1
sect_A.35.13	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.13-1
sect_A.35.13	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.13-1
sect_A.35.14	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.14-1
sect_A.35.14	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.14-1
sect_A.35.14	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.14-1
sect_A.35.14	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.14-1
sect_A.35.14	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.14-1
sect_A.35.14	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.14-1
sect_A.35.14	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.14-1
sect_A.35.14	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	shall be present if system time is synchronized to an external reference. May be present otherwise.	none	table_A.35.14-1
sect_A.35.14	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.14-1
sect_A.35.14	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.14-1
sect_A.35.14	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.14-1
sect_A.35.14	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.14-1
sect_A.35.14	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.14-1
sect_A.35.15	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.15-1
sect_A.35.15	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.15-1
sect_A.35.15	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.15-1
sect_A.35.15	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.15-1
sect_A.35.15	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.15-1
sect_A.35.15	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.15-1
sect_A.35.15	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.15-1
sect_A.35.15	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	U		none	table_A.35.15-1
sect_A.35.15	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.15-1
sect_A.35.15	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.15-1
sect_A.35.15	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.15-1
sect_A.35.15	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.15-1
sect_A.35.15	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.15-1
sect_A.35.16	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.16-1
sect_A.35.16	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.16-1
sect_A.35.16	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.16-1
sect_A.35.16	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.16-1
sect_A.35.16	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.16-1
sect_A.35.16	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.16-1
sect_A.35.16	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.16-1
sect_A.35.16	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if time synchronization was applied	none	table_A.35.16-1
sect_A.35.16	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.16-1
sect_A.35.16	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.16-1
sect_A.35.16	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.16-1
sect_A.35.16	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.16-1
sect_A.35.16	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.16-1
sect_A.35.17	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.17-1
sect_A.35.17	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.17-1
sect_A.35.17	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.17-1
sect_A.35.17	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.17-1
sect_A.35.17	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.17-1
sect_A.35.17	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.17-1
sect_A.35.17	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.17-1
sect_A.35.17	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if time synchronization was applied	none	table_A.35.17-1
sect_A.35.17	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.17-1
sect_A.35.17	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.17-1
sect_A.35.17	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.17-1
sect_A.35.17	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.17-1
sect_A.35.17	12	module	SR Document	Timezone	sect_C.12.5	M		none	table_A.35.17-1
sect_A.35.17	13	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.17-1
sect_A.35.18	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.18-1
sect_A.35.18	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.18-1
sect_A.35.18	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.18-1
sect_A.35.18	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.18-1
sect_A.35.18	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.18-1
sect_A.35.18	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.18-1
sect_A.35.18	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.18-1
sect_A.35.18	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	shall be present if system time is synchronized to an external reference. May be present otherwise.	none	table_A.35.18-1
sect_A.35.18	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.18-1
sect_A.35.18	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.18-1
sect_A.35.18	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.18-1
sect_A.35.18	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.18-1
sect_A.35.18	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.18-1
sect_A.35.19	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.19-1
sect_A.35.19	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.19-1
sect_A.35.19	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.19-1
sect_A.35.19	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.19-1
sect_A.35.19	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.19-1
sect_A.35.19	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.19-1
sect_A.35.19	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.19-1
sect_A.35.19	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.19-1
sect_A.35.19	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.19-1
sect_A.35.19	9	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.19-1
sect_A.35.19	10	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.19-1
sect_A.35.19	11	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.19-1
sect_A.35.20	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.20-1
sect_A.35.20	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.20-1
sect_A.35.20	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.20-1
sect_A.35.20	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.20-1
sect_A.35.20	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.20-1
sect_A.35.20	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.20-1
sect_A.35.20	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.20-1
sect_A.35.20	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.35.20-1
sect_A.35.20	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.20-1
sect_A.35.20	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.20-1
sect_A.35.20	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.20-1
sect_A.35.20	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.20-1
sect_A.35.20	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.20-1
sect_A.35.21	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.21-1
sect_A.35.21	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.21-1
sect_A.35.21	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.21-1
sect_A.35.21	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.21-1
sect_A.35.21	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.21-1
sect_A.35.21	5	module	Series	Key Object Document Series	sect_C.17.6.1	M		none	table_A.35.21-1
sect_A.35.21	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.21-1
sect_A.35.21	7	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.21-1
sect_A.35.21	8	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.21-1
sect_A.35.21	9	module	Frame of Reference	Synchronization	sect_C.7.4.2	M		none	table_A.35.21-1
sect_A.35.21	10	module	SR Document	Key Object Document	sect_C.17.6.2	M		none	table_A.35.21-1
sect_A.35.21	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.21-1
sect_A.35.21	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.21-1
sect_A.35.22	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.22-1
sect_A.35.22	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.22-1
sect_A.35.22	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.22-1
sect_A.35.22	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.22-1
sect_A.35.22	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.22-1
sect_A.35.22	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.22-1
sect_A.35.22	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.22-1
sect_A.35.22	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	shall be present if system time is synchronized to an external reference. May be present otherwise.	none	table_A.35.22-1
sect_A.35.22	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.22-1
sect_A.35.22	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.22-1
sect_A.35.22	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.22-1
sect_A.35.22	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.22-1
sect_A.35.22	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.22-1
sect_A.35.23	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.35.23-1
sect_A.35.23	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.35.23-1
sect_A.35.23	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.35.23-1
sect_A.35.23	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.35.23-1
sect_A.35.23	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.35.23-1
sect_A.35.23	5	module	Series	SR Document Series	sect_C.17.1	M		none	table_A.35.23-1
sect_A.35.23	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.35.23-1
sect_A.35.23	7	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	shall be present if system time is synchronized to an external reference. May be present otherwise.	none	table_A.35.23-1
sect_A.35.23	8	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.35.23-1
sect_A.35.23	9	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.35.23-1
sect_A.35.23	10	module	SR Document	SR Document General	sect_C.17.2	M		none	table_A.35.23-1
sect_A.35.23	11	module	SR Document	SR Document Content	sect_C.17.3	M		none	table_A.35.23-1
sect_A.35.23	12	module	SR Document	SOP Common	sect_C.12.1	M		none	table_A.35.23-1
sect_A.36.2	0	module	Patient	Patient	sect_C.7.1.1	M		none	table_A.36-1
sect_A.36.2	1	module	Patient	Clinical Trial Subject	sect_C.7.1.3	U		none	table_A.36-1
sect_A.36.2	2	module	Study	General Study	sect_C.7.2.1	M		none	table_A.36-1
sect_A.36.2	3	module	Study	Patient Study	sect_C.7.2.2	U		none	table_A.36-1
sect_A.36.2	4	module	Study	Clinical Trial Study	sect_C.7.2.3	U		none	table_A.36-1
sect_A.36.2	5	module	Series	General Series	sect_C.7.3.1	M		none	table_A.36-1
sect_A.36.2	6	module	Series	Clinical Trial Series	sect_C.7.3.2	U		none	table_A.36-1
sect_A.36.2	7	module	Series	MR Series	sect_C.8.13.6	M		none	table_A.36-1
sect_A.36.2	8	module	Frame of Reference	Frame of Reference	sect_C.7.4.1	M		none	table_A.36-1
sect_A.36.2	9	module	Frame of Reference	Synchronization	sect_C.7.4.2	C	Required if time synchronization was applied.	none	table_A.36-1
sect_A.36.2	10	module	Equipment	General Equipment	sect_C.7.5.1	M		none	table_A.36-1
sect_A.36.2	11	module	Equipment	Enhanced General Equipment	sect_C.7.5.2	M		none	table_A.36-1
sect_A.36.2	12	module	Image	Image Pixel	sect_C.7.6.3	M		none	table_A.36-1
sect_A.36.2	13	module	Image	Enhanced Patient Orientation	sect_C.7.6.30	U		none	table_A.36-1
sect_A.36.2	14	module	Image	Enhanced Contrast/Bolus	sect_C.7.6.4b	C	Required if contrast media were applied.	none	table_A.36-1
sect_A.36.2	15	module	Image	Multi-frame Functional Groups	sect_C.7.6.16	M		none	table_A.36-1
sect_A.36.2	16	module	Image	Multi-frame Dimension	sect_C.7.6.17	M		none	table_A.36-1
sect_A.36.2	17	module	Image	Cardiac Synchronization	sect_C.7.6.18.1	C	Required if cardiac synchronization was applied.	none	table_A.36-1
sect_A.36.2	18	module	Image	Respiratory Synchronization	sect_C.7.6.18.2	C	Required if respiratory synchronization was applied.	none	table_A.36-1
sect_A.36.2	19	module	Image	Bulk Motion Synchronization	sect_C.7.6.18.3	C	Required if bulk motion synchronization was applied.	none	table_A.36-1
sect_A.36.2	20	module	Image	Supplemental Palette Color Lookup Table	sect_C.7.6.19	C	Required if Pixel Presentation (0008,9205) in the equals COLOR or MIXED.	none	table_A.36-1
sect_A.36.2	21	module	Image	Acquisition Context	sect_C.7.6.14	M		none	table_A.36-1
sect_A.36.2	22	module	Image	Device	sect_C.7.6.12	U		none	table_A.36-1
sect_A.36.2	23	module	Image	Specimen	sect_C.7.6.22	U		none	table_A.36-1
sect_A.36.2	24	module	Image	Enhanced MR Image	sect_C.8.13.1	M		none	table_A.36-1
sect_A.36.2	25	module	Image	MR Pulse Sequence	sect_C.8.13.4	C	Required if Image Type (0008,0008) Value 1 is ORIGINAL or MIXED. May be present otherwise.	none	table_A.36-1
sect_A.36.2	26	module	Image	ICC Profile	sect_C.11.15	U		none	table_A.36-1
sect_A.36.2	27	module	Image	SOP Common	sect_C.12.1	M		none	table_A.36-1
sect_A.36.2	28	module	Image	Common Instance Reference	sect_C.12.2	U		none	table_A.36-1
sect_A.36.2	29	module	Image	Frame Extraction	sect_C.12.3	C	Required if the SOP Instance was created in response to a Frame-Level retrieve request	none	table_A.36-1
sect_A.36.2	30	functional_group		Pixel Measures	sect_C.7.6.16.2.1	M		none	table_A.36-2
sect_A.36.2	31	functional_group		Frame Content	sect_C.7.6.16.2.2	M	May not be used as a Shared Functional Group.	none	table_A.36-2
sect_A.36.2	32	functional_group		Plane Position (Patient)	sect_C.7.6.16.2.3	M		none	table_A.36-2
sect_A.36.2	33	functional_group		Plane Orientation (Patient)	sect_C.7.6.16.2.4	M		none	table_A.36-2
